dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
sales/Sales Commission Model,sales,Sales Planning,bar,Clean,,,,,,,
sales/Sales Dashboard Ver 01,sales,Monthly,bar,Clean,,,,,,,
sales/Sales Dashboard Ver 01,sales,Scater,circle,Clean,,,,,,,
sales/Sales Dashboard Ver.02,sales,Monthly,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Order Bar,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Profit Bar,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Profit Margin,line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.1mf8hnv0yyl82l15k9rj00rt7yw0' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
sales/Sales Dashboard _ #VOTD,sales,Quantity Bar,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,SA;ES VS COGS,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Sales Bar,bar,Clean,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Sales by region,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Dashboard _ #VOTD,sales,Sales vs Profit by segment,bar,Clean,,,,,,,
sales/Sales Forecast Dashboard,sales,Forecasting Large Deals,text,Clean,,,,,,,
sales/Sales Forecast Dashboard,sales,Near Term - Figures,text,Clean,,,,,,,
sales/Sales Forecast Dashboard,sales,Pull Forward,text,Clean,,,,,,,
sales/Sales Forecast Dashboard,sales,Sheet 14,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Forecast Dashboard,sales,Unseen Monthly New,bar,Clean,,,,,,,
sales/Sales Forecast Dashboard,sales,Upside,text,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Conversion Rate,pie,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Number of Open Oppty,bar,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_# of Open Oppty,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Avg.Age of Oppty,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Avg.Deal Size,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Conversion Rate,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Total Expected Amount,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Won Rate,area,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Top 10 Opp.,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Funnel Dashboard _ VOTD,sales,Won Rate,pie,Clean,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,conversion,bar,Clean,,,,,,,
sales/Sales Growth Dashboard (1),sales,QuaterSaleGrowth,bar,Clean,,,,,,,
sales/Sales Growth Dashboard,sales,Sheet 2,bar,Clean,,,,,,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Ramp to X - sheet,line,Flagged,Chart has no data fields,ERROR,This line chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out,bar,Clean,,,,,,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out (2),bar,Clean,,,,,,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Ramp to X - sheet,line,Flagged,Chart has no data fields,ERROR,This line chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out,bar,Clean,,,,,,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out (2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 1 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 2 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 3 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 4 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 5 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN bar 6 (part 2),bar,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 1 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 2 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 3 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 4 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 5 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,BAN text 6 (part 2),text,Clean,,,,,,,
sales/Sales Overview,sales,Consumer - Sales over time,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Overview,sales,Corporate - Sales over time,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Overview,sales,Home Office - Sales over time,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Overview,sales,Y-O-Y BAN Box 1 (part 1),bar,Clean,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 2 (part 1),bar,Clean,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 3 (part 1),bar,Clean,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 4 (part 1),bar,Clean,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 5 (part 1),bar,Clean,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 6 (part 1),bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-a Open opp - Part of Whole,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-b Won Opp - Part of Whole,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-c Lost Opp Part of Whole,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-r Trend Total Amount,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,2-m #Opp per Stage %,circle,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,2-n #Opp per Stage Absolute,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-a Win rate KPI,pie,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-b Win rate details,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-c Conversion rate KPI,pie,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-d Conversion rate details,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-e Sales ranking per targets,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-f Sales distribution per Opp.,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
sales/Sales Pipeline Dashboard,sales,Learn More,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
sales/Sales Pipeline Dashboard,sales,Partner Involvement,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
sales/Sales Pipeline Dashboard,sales,Pipeline Calendar New,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
sales/Sales Pipeline Dashboard,sales,Pipeline by Rep,bar,Clean,,,,,,,
sales/Sales Pipeline Dashboard,sales,Primary Competitor,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
sales/Sales Pipeline Dashboard,sales,Product Category,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
sales/Sales Quota Attainment,sales,QuotaSales,bar,Clean,,,,,,,
sales/Sales Quota Attainment,sales,SalesQuantitybyCustomer,circle,Clean,,,,,,,
sales/Sales Segmentation Dashboard,sales,BusinessMix,bar,Clean,,,,,,,
sales/Sales Segmentation Dashboard,sales,By IndustryCountryState,circle,Clean,,,,,,,
sales/Sales Segmentation Dashboard,sales,Product Mix,bar,Clean,,,,,,,
sales/Sales Summary,sales,Baseline,line,Clean,,,,,,,
sales/Sales Summary,sales,QTDSummary,text,Clean,,,,,,,
sales/Sales Summary,sales,RevenueOverview,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,AccountHistoryRunningTotal,area,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,AccountHistoryTransactions,circle,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,Baseline,line,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,BusinessMix,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,By IndustryCountryState,circle,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,Product Mix,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,QTDSummary,text,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,QuarterlySalesGrowth,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,QuotaSales,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,RevenueOverview,bar,Clean,,,,,,,
sales/Salesforce - Sales Performance,sales,SalesQuantitybyCustomer,circle,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Category,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Customer,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Manufacturer,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Product,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Segment,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Sub-Category,bar,Clean,,,,,,,
sales/Sample Soft Drink Sales,sales,Table,circle,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,@Download,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Map - Color Legend,line,Flagged,Line chart missing X axis,ERROR,This line chart has no field on the X axis (Columns shelf). Line and area charts need both X and Y to draw the path.,Add a date or continuous field to Columns (X axis).,line_area_without_x_y,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Monthly Sales Trend - Category,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Monthly Sales Trend - Region,line,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Order Details | Show/Hide,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Category,bar,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Region,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Segment,circle,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Sub-Category,bar,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Sub-Category (HeatMap),pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Top Sales by State - KPI,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Top Sold Products - Tooltip,bar,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Weekly Sales Trend - Header,area,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% -  Region,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Category,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Segment,text,Clean,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Top States,text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer Metric(BAN),square,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer card,circle,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Order(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Order(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit Margin(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit Margin(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Revenue(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Revenue(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales by Product Category,pie,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales(chart),bar,Clean,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales(metric),text,Clean,,,,,,,
sales/Superstore Sales Dashboard,sales,Alternate view,area,Clean,,,,,,,
sales/Superstore Sales Dashboard,sales,Gauge,pie,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Bars- Category,bar,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Bars- Region,bar,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Bars- Segment,bar,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Customers Trend,line,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Sales Trend,line,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Sales per Cust Trend,line,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Customers Trend,line,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Sales Trend,line,Clean,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Sales per Cust Trend,line,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,CY Sales,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Days to ship Down,text,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Days to ship Up,text,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Order Detail Table,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Profit KPI Difference,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Quantity KPI Difference,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Returns KPI Difference,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Sales KPI Difference,bar,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Segment,pie,Clean,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Top 5 Locations,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
sales/Superstore Sales Overview Dashboard,sales,Top 5 Locations,pie,Flagged,Pie chart has no measure for slice sizes,ERROR,This pie chart has no numeric measure. All slices are equal size and the chart shows no data.,Add a numeric measure (e.g. SUM of Sales) to define slice sizes.,no_encodings (adapted for pie charts),,
sales/Superstore Sales Overview,sales,Top States,circle,Clean,,,,,,,
sales/Superstore Sales Overview,sales,cat pies,pie,Clean,,,,,,,
sales/Superstore Sales Overview,sales,guage 1,pie,Clean,,,,,,,
sales/Superstore Sales Overview,sales,pies,pie,Clean,,,,,,,
sales/Superstore Sales Overview,sales,sales over time,bar,Clean,,,,,,,
sales/Superstore Sales Overview,sales,segment bar,bar,Clean,,,,,,,
sales/Superstore Sales Overview,sales,segment line,area,Clean,,,,,,,
sales/Superstore Sales Overview,sales,target by month,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,PLANT USE orders,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use QTY ,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use ship ahead,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use ship late day,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use weight,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Service level ban / wh,pie,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,avg daily capacity,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (3),square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (4),square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (5),square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c2,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c3,bar,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,manifest (2),circle,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,plant for filters,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,scatter,circle,Clean,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,service levels,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/03 - Supply Chain Executive Dashboard,supply_chain, Risk Analysis,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,City Vendor,circle,Clean,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Country Vendor,circle,Clean,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Factory Vendor,circle,Clean,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Regional Vendor,circle,Clean,,,,,,,
supply_chain/05 - Supply Chain Volume Dashboard,supply_chain,Blue Dot,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/05 - Supply Chain Volume Dashboard,supply_chain,Red Dot,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Buckets,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Category Unit Cost Breakdown,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,City Volume & Unit Cost,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Country Volume & Unit Cost,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,FOB Color,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Inbound Cost,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,LY FOB,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Outbound Cost,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Product Group Unit Cost Breakdown,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Region Volume & Unit Cost,bar,Clean,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Subcategory Unit Cost Breakdown,bar,Clean,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Difference Between Scheduled and Real,bar,Clean,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Late Shipment,bar,Clean,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Order to Shiping,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/DataCo Supply Chain,supply_chain,Profit Trend,line,Clean,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Sales Status,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/DataCo Supply Chain,supply_chain,Sales by Market,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/DataCo Supply Chain,supply_chain,Sales by Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/DataCo Supply Chain,supply_chain,Shipping Status,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Cost per Shipment,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Cost per Unit,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Sales,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Shipment Count,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Weight,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Weight per Shipment,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/India's Supply Chain Networks,supply_chain,Sheet 9,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
